Descrição,Beneficiario,Data,Valor R$ 
Pagamento de Boleto,"",2022-01-05 00:00:00,"1290,60"
Pagamento de Boleto,"",2022-01-05 00:00:00,"1290,92"
Pagamento de Boleto,"",2022-01-05 00:00:00,"1701,91"
Pgto conta água,"",2022-01-06 00:00:00,"10,14"
Pagamento de Boleto,"",2022-01-06 00:00:00,"20,00"
Telefone Pre-Pago,"",2022-01-06 00:00:00,"20,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"25,00"
Pagamento conta luz,"",2022-01-06 00:00:00,"27,17"
Pagto conta telefone,"",2022-01-06 00:00:00,"29,99"
Pagto conta telefone,"",2022-01-06 00:00:00,"31,99"
Pagamento de Boleto,"",2022-01-06 00:00:00,"32,00"
Pagto conta telefone,"",2022-01-06 00:00:00,"32,99"
Pagamento conta luz,"",2022-01-06 00:00:00,"33,02"
Pgto conta água,"",2022-01-06 00:00:00,"34,83"
Pagamento conta luz,"",2022-01-06 00:00:00,"37,24"
Pagto conta telefone,"",2022-01-06 00:00:00,"37,99"
Pgto conta água,"",2022-01-06 00:00:00,"38,25"
Pgto conta água,"",2022-01-06 00:00:00,"38,70"
Pagamento de Boleto,"",2022-01-06 00:00:00,"40,64"
Pgto conta água,"",2022-01-06 00:00:00,"41,02"
Pagto conta telefone,"",2022-01-06 00:00:00,"41,21"
Pagamento de Boleto,"",2022-01-06 00:00:00,"41,50"
Pagamento de Boleto,"",2022-01-06 00:00:00,"44,50"
Pagamento conta luz,"",2022-01-06 00:00:00,"45,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"47,14"
Pgto conta água,"",2022-01-06 00:00:00,"47,50"
Pagamento de Boleto,"",2022-01-06 00:00:00,"49,90"
Pgto conta água,"",2022-01-06 00:00:00,"51,15"
Pagamento de Boleto,"",2022-01-06 00:00:00,"51,60"
Pagto conta telefone,"",2022-01-06 00:00:00,"54,99"
Pgto conta água,"",2022-01-06 00:00:00,"55,73"
Pagto conta telefone,"",2022-01-06 00:00:00,"56,68"
Pgto conta água,"",2022-01-06 00:00:00,"57,25"
Pgto conta água,"",2022-01-06 00:00:00,"58,15"
Pagamento de Boleto,"",2022-01-06 00:00:00,"58,25"
Pagamento de Boleto,"",2022-01-06 00:00:00,"59,90"
Pagamento de Boleto,"",2022-01-06 00:00:00,"59,95"
Pagamento de Boleto,"",2022-01-06 00:00:00,"60,00"
Pgto conta água,"",2022-01-06 00:00:00,"62,96"
Pagamento de Boleto,"",2022-01-06 00:00:00,"63,02"
Pagamento de Boleto,"",2022-01-06 00:00:00,"64,90"
Pagamento conta luz,"",2022-01-06 00:00:00,"65,68"
Pgto conta água,"",2022-01-06 00:00:00,"65,87"
Pagamento de Boleto,"",2022-01-06 00:00:00,"67,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"67,18"
Pagamento de Boleto,"",2022-01-06 00:00:00,"68,77"
Pagto conta telefone,"",2022-01-06 00:00:00,"69,99"
Pagamento de Boleto,"",2022-01-06 00:00:00,"70,00"
Pagamento conta luz,"",2022-01-06 00:00:00,"70,46"
Pagamento de Boleto,"",2022-01-06 00:00:00,"71,68"
Pagamento de Boleto,"",2022-01-06 00:00:00,"72,46"
Pgto conta água,"",2022-01-06 00:00:00,"73,52"
Pgto conta água,"",2022-01-06 00:00:00,"75,13"
Pgto conta água,"",2022-01-06 00:00:00,"76,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"76,36"
Pagamento de Boleto,"",2022-01-06 00:00:00,"79,90"
Pagamento de Boleto,"",2022-01-06 00:00:00,"80,39"
Pgto conta água,"",2022-01-06 00:00:00,"82,17"
Pagamento de Boleto,"",2022-01-06 00:00:00,"82,40"
Pagamento de Boleto,"",2022-01-06 00:00:00,"83,61"
Pagamento de Boleto,"",2022-01-06 00:00:00,"84,02"
Pagto conta telefone,"",2022-01-06 00:00:00,"85,64"
Pgto conta água,"",2022-01-06 00:00:00,"86,15"
Pgto conta água,"",2022-01-06 00:00:00,"87,51"
Pagamento conta luz,"",2022-01-06 00:00:00,"88,16"
Pagamento conta luz,"",2022-01-06 00:00:00,"88,37"
Pagamento de Boleto,"",2022-01-06 00:00:00,"89,54"
Pagamento conta luz,"",2022-01-06 00:00:00,"92,03"
Pagamento de Boleto,"",2022-01-06 00:00:00,"96,38"
Pgto conta água,"",2022-01-06 00:00:00,"99,16"
Pagamento de Boleto,"",2022-01-06 00:00:00,"99,75"
Pagamento de Boleto,"",2022-01-06 00:00:00,"99,90"
Pgto conta água,"",2022-01-06 00:00:00,"100,06"
Pagto conta telefone,"",2022-01-06 00:00:00,"102,08"
Pagamento conta luz,"",2022-01-06 00:00:00,"103,55"
Pgto conta água,"",2022-01-06 00:00:00,"106,43"
Pgto conta água,"",2022-01-06 00:00:00,"109,60"
Pagamento de Boleto,"",2022-01-06 00:00:00,"109,90"
Pagamento conta luz,"",2022-01-06 00:00:00,"109,95"
Pagamento conta luz,"",2022-01-06 00:00:00,"112,02"
Pgto conta água,"",2022-01-06 00:00:00,"112,49"
Pgto conta água,"",2022-01-06 00:00:00,"113,12"
Pagamento conta luz,"",2022-01-06 00:00:00,"115,94"
Pagamento de Boleto,"",2022-01-06 00:00:00,"117,80"
Pagamento conta luz,"",2022-01-06 00:00:00,"119,10"
Pagamento de Boleto,"",2022-01-06 00:00:00,"119,53"
Pagamento conta luz,"",2022-01-06 00:00:00,"120,40"
INSS Arrecadação,"",2022-01-06 00:00:00,"121,00"
Pagamento conta luz,"",2022-01-06 00:00:00,"122,45"
Pagamento de Boleto,"",2022-01-06 00:00:00,"122,69"
Pagamento conta luz,"",2022-01-06 00:00:00,"123,67"
Pagamento conta luz,"",2022-01-06 00:00:00,"125,66"
Pagamento de Boleto,"",2022-01-06 00:00:00,"127,01"
Pagamento de Boleto,"",2022-01-06 00:00:00,"127,43"
Pgto conta água,"",2022-01-06 00:00:00,"128,74"
Impostos,"",2022-01-06 00:00:00,"128,85"
Pagamento conta luz,"",2022-01-06 00:00:00,"130,15"
Pagamento conta luz,"",2022-01-06 00:00:00,"131,42"
Pagamento de Boleto,"",2022-01-06 00:00:00,"135,55"
Pagamento de Boleto,"",2022-01-06 00:00:00,"135,88"
Pagamento conta luz,"",2022-01-06 00:00:00,"140,94"
Pagamento conta luz,"",2022-01-06 00:00:00,"141,87"
Pagamento conta luz,"",2022-01-06 00:00:00,"144,13"
Pagamento conta luz,"",2022-01-06 00:00:00,"146,41"
Pagamento de Boleto,"",2022-01-06 00:00:00,"150,00"
Pagamento conta luz,"",2022-01-06 00:00:00,"150,40"
Pagamento de Boleto,"",2022-01-06 00:00:00,"151,42"
Pagamento conta luz,"",2022-01-06 00:00:00,"153,17"
Pagamento conta luz,"",2022-01-06 00:00:00,"157,24"
Pgto conta água,"",2022-01-06 00:00:00,"162,42"
Pgto conta água,"",2022-01-06 00:00:00,"163,74"
Pagamento de Boleto,"",2022-01-06 00:00:00,"164,30"
Pagamento conta luz,"",2022-01-06 00:00:00,"166,15"
Pagamento conta luz,"",2022-01-06 00:00:00,"166,22"
Pagamento conta luz,"",2022-01-06 00:00:00,"172,19"
Pagamento conta luz,"",2022-01-06 00:00:00,"173,91"
Pagamento de Boleto,"",2022-01-06 00:00:00,"175,72"
Pagamento conta luz,"",2022-01-06 00:00:00,"177,13"
Pagamento de Boleto,"",2022-01-06 00:00:00,"184,06"
Pgto conta água,"",2022-01-06 00:00:00,"186,56"
Pagamento conta luz,"",2022-01-06 00:00:00,"199,30"
Pagamento conta luz,"",2022-01-06 00:00:00,"202,80"
Pagamento de Boleto,"",2022-01-06 00:00:00,"203,90"
Pagamento de Boleto,"",2022-01-06 00:00:00,"204,10"
Pagamento conta luz,"",2022-01-06 00:00:00,"204,27"
Pagamento conta luz,"",2022-01-06 00:00:00,"206,96"
Pagamento conta luz,"",2022-01-06 00:00:00,"208,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"209,08"
Pagamento conta luz,"",2022-01-06 00:00:00,"209,36"
Pgto conta água,"",2022-01-06 00:00:00,"214,24"
Pagamento conta luz,"",2022-01-06 00:00:00,"219,43"
INSS Arrecadação,"",2022-01-06 00:00:00,"220,00"
Pagamento conta luz,"",2022-01-06 00:00:00,"221,12"
Pagamento conta luz,"",2022-01-06 00:00:00,"242,89"
Pgto conta água,"",2022-01-06 00:00:00,"245,25"
Pagamento conta luz,"",2022-01-06 00:00:00,"245,82"
Pagamento conta luz,"",2022-01-06 00:00:00,"248,59"
Pgto conta água,"",2022-01-06 00:00:00,"249,01"
Pagamento conta luz,"",2022-01-06 00:00:00,"249,73"
Pagamento de Boleto,"",2022-01-06 00:00:00,"256,22"
Pagamento conta luz,"",2022-01-06 00:00:00,"257,64"
Pagamento conta luz,"",2022-01-06 00:00:00,"260,05"
Pagamento de Boleto,"",2022-01-06 00:00:00,"261,23"
Pagamento conta luz,"",2022-01-06 00:00:00,"269,78"
Pagamento conta luz,"",2022-01-06 00:00:00,"279,38"
Pagamento conta luz,"",2022-01-06 00:00:00,"284,10"
Pagamento de Boleto,"",2022-01-06 00:00:00,"286,61"
Impostos,"",2022-01-06 00:00:00,"304,27"
Pagamento de Boleto,"",2022-01-06 00:00:00,"313,33"
Pagamento de Boleto,"",2022-01-06 00:00:00,"320,75"
Pagamento de Boleto,"",2022-01-06 00:00:00,"337,48"
Pagamento de Boleto,"",2022-01-06 00:00:00,"337,51"
Pagamento de Boleto,"",2022-01-06 00:00:00,"340,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"360,29"
Pagamento de Boleto,"",2022-01-06 00:00:00,"362,60"
Pagamento de Boleto,"",2022-01-06 00:00:00,"400,00"
Pagamento conta luz,"",2022-01-06 00:00:00,"410,25"
Pagamento conta luz,"",2022-01-06 00:00:00,"410,40"
Pagamento de Boleto,"",2022-01-06 00:00:00,"418,92"
Pagamento de Boleto,"",2022-01-06 00:00:00,"437,71"
Pagamento de Boleto,"",2022-01-06 00:00:00,"480,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"481,60"
Pagamento de Boleto,"",2022-01-06 00:00:00,"500,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"512,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"513,20"
Pagamento de Boleto,"",2022-01-06 00:00:00,"527,42"
Pagamento de Boleto,"",2022-01-06 00:00:00,"555,62"
Pagamento de Boleto,"",2022-01-06 00:00:00,"575,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"589,31"
Pagamento de Boleto,"",2022-01-06 00:00:00,"592,00"
Pagamento de Boleto,"",2022-01-06 00:00:00,"598,97"
Pagamento de Boleto,"",2022-01-06 00:00:00,"637,93"
Pagamento de Boleto,"",2022-01-06 00:00:00,"661,67"
Pagamento de Boleto,"",2022-01-06 00:00:00,"662,91"
Pagamento de Boleto,"",2022-01-06 00:00:00,"667,95"
Pagamento de Boleto,"",2022-01-06 00:00:00,"706,80"
Pagamento de Boleto,"",2022-01-06 00:00:00,"778,84"
Pagamento de Boleto,"",2022-01-06 00:00:00,"932,41"
Pagamento de Boleto,"",2022-01-06 00:00:00,"960,28"
Pagamento de Boleto,"",2022-01-06 00:00:00,"1195,91"
Pagamento de Boleto,"",2022-01-06 00:00:00,"2379,69"
Pagamento de Boleto,"",2022-01-07 00:00:00,"2,99"
Pagamento de Boleto,"",2022-01-07 00:00:00,"9,99"
Pagamento de Boleto,"",2022-01-07 00:00:00,"20,21"
Pagamento conta luz,"",2022-01-07 00:00:00,"26,51"
Pgto conta água,"",2022-01-07 00:00:00,"28,68"
Pagamento de Boleto,"",2022-01-07 00:00:00,"32,00"
Pagto conta telefone,"",2022-01-07 00:00:00,"32,80"
Pagamento conta luz,"",2022-01-07 00:00:00,"33,04"
Pagamento conta luz,"",2022-01-07 00:00:00,"33,52"
Pagamento conta luz,"",2022-01-07 00:00:00,"33,84"
Pagto conta telefone,"",2022-01-07 00:00:00,"34,32"
Pgto conta água,"",2022-01-07 00:00:00,"34,83"
Pagto conta telefone,"",2022-01-07 00:00:00,"35,68"
Pgto conta água,"",2022-01-07 00:00:00,"36,28"
Pgto conta água,"",2022-01-07 00:00:00,"36,87"
Pagamento conta luz,"",2022-01-07 00:00:00,"37,24"
Pagamento de Boleto,"",2022-01-07 00:00:00,"39,90"
Pagamento de Boleto,"",2022-01-07 00:00:00,"41,50"
Pagamento de Boleto,"",2022-01-07 00:00:00,"41,98"
Pagto conta telefone,"",2022-01-07 00:00:00,"44,99"
Pagamento de Boleto,"",2022-01-07 00:00:00,"47,60"
Pagamento conta luz,"",2022-01-07 00:00:00,"48,01"
Pagamento de Boleto,"",2022-01-07 00:00:00,"49,90"
Pagto conta telefone,"",2022-01-07 00:00:00,"49,99"
Pagamento de Boleto,"",2022-01-07 00:00:00,"50,00"
Pagto conta telefone,"",2022-01-07 00:00:00,"50,99"
Pagamento de Boleto,"",2022-01-07 00:00:00,"51,00"
Pagto conta telefone,"",2022-01-07 00:00:00,"53,01"
Pgto conta água,"",2022-01-07 00:00:00,"53,84"
Pagamento conta luz,"",2022-01-07 00:00:00,"54,94"
Pagto conta telefone,"",2022-01-07 00:00:00,"54,99"
Pgto conta água,"",2022-01-07 00:00:00,"55,73"
Impostos,"",2022-01-07 00:00:00,"56,00"
Pagto conta telefone,"",2022-01-07 00:00:00,"56,17"
Pgto conta água,"",2022-01-07 00:00:00,"56,54"
Pgto conta água,"",2022-01-07 00:00:00,"56,91"
Pagamento de Boleto,"",2022-01-07 00:00:00,"57,00"
Pgto conta água,"",2022-01-07 00:00:00,"57,23"
Pgto conta água,"",2022-01-07 00:00:00,"57,29"
Pagto conta telefone,"",2022-01-07 00:00:00,"57,99"
Pgto conta água,"",2022-01-07 00:00:00,"58,21"
Pgto conta água,"",2022-01-07 00:00:00,"58,22"
Pgto conta água,"",2022-01-07 00:00:00,"58,87"
Pgto conta água,"",2022-01-07 00:00:00,"59,77"
Pagamento de Boleto,"",2022-01-07 00:00:00,"59,94"
Pagamento de Boleto,"",2022-01-07 00:00:00,"59,95"
Impostos,"",2022-01-07 00:00:00,"60,00"
Pgto conta água,"",2022-01-07 00:00:00,"61,53"
Pagamento de Boleto,"",2022-01-07 00:00:00,"62,24"
Pagamento de Boleto,"",2022-01-07 00:00:00,"62,25"
Pagamento conta luz,"",2022-01-07 00:00:00,"62,37"
Pgto conta água,"",2022-01-07 00:00:00,"63,50"
Pagamento de Boleto,"",2022-01-07 00:00:00,"63,51"
Impostos,"",2022-01-07 00:00:00,"64,17"
Pagamento de Boleto,"",2022-01-07 00:00:00,"64,90"
Impostos,"",2022-01-07 00:00:00,"65,48"
Pagamento de Boleto,"",2022-01-07 00:00:00,"65,90"
Pagto conta telefone,"",2022-01-07 00:00:00,"65,98"
Pagamento de Boleto,"",2022-01-07 00:00:00,"67,18"
Impostos,"",2022-01-07 00:00:00,"67,88"
Pagamento de Boleto,"",2022-01-07 00:00:00,"69,90"
Pagto conta telefone,"",2022-01-07 00:00:00,"69,99"
Pagto conta telefone,"",2022-01-07 00:00:00,"70,99"
Pagamento de Boleto,"",2022-01-07 00:00:00,"71,70"
Pagto conta telefone,"",2022-01-07 00:00:00,"71,74"
Pagamento de Boleto,"",2022-01-07 00:00:00,"72,84"
Pagamento de Boleto,"",2022-01-07 00:00:00,"73,02"
Pagto conta telefone,"",2022-01-07 00:00:00,"73,17"
Pagamento de Boleto,"",2022-01-07 00:00:00,"73,22"
Pagto conta telefone,"",2022-01-07 00:00:00,"74,90"
Pagamento de Boleto,"",2022-01-07 00:00:00,"75,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"75,35"
Pgto conta água,"",2022-01-07 00:00:00,"76,00"
Pagto conta telefone,"",2022-01-07 00:00:00,"76,50"
Pagamento conta luz,"",2022-01-07 00:00:00,"76,72"
Pagamento conta luz,"",2022-01-07 00:00:00,"76,82"
Pagamento conta luz,"",2022-01-07 00:00:00,"81,15"
Pgto conta água,"",2022-01-07 00:00:00,"81,84"
Pagamento conta luz,"",2022-01-07 00:00:00,"82,40"
Pagamento conta luz,"",2022-01-07 00:00:00,"84,61"
Pgto conta água,"",2022-01-07 00:00:00,"84,73"
Pgto conta água,"",2022-01-07 00:00:00,"84,79"
Pagto conta telefone,"",2022-01-07 00:00:00,"85,99"
Pagto conta telefone,"",2022-01-07 00:00:00,"86,16"
Pgto conta água,"",2022-01-07 00:00:00,"88,59"
Pagamento conta luz,"",2022-01-07 00:00:00,"88,76"
Pagamento de Boleto,"",2022-01-07 00:00:00,"89,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"89,75"
Pagamento de Boleto,"",2022-01-07 00:00:00,"89,90"
Pagamento de Boleto,"",2022-01-07 00:00:00,"89,99"
Pagamento conta luz,"",2022-01-07 00:00:00,"91,15"
Pagamento de Boleto,"",2022-01-07 00:00:00,"92,22"
Pagto conta telefone,"",2022-01-07 00:00:00,"93,93"
Pgto conta água,"",2022-01-07 00:00:00,"96,29"
Pagamento de Boleto,"",2022-01-07 00:00:00,"98,55"
Pagamento de Boleto,"",2022-01-07 00:00:00,"99,90"
Pagamento de Boleto,"",2022-01-07 00:00:00,"100,36"
Pagamento conta luz,"",2022-01-07 00:00:00,"100,39"
Pgto conta água,"",2022-01-07 00:00:00,"100,49"
Impostos,"",2022-01-07 00:00:00,"101,51"
Pgto conta água,"",2022-01-07 00:00:00,"101,51"
Pagamento de Boleto,"",2022-01-07 00:00:00,"101,70"
Pagamento de Boleto,"",2022-01-07 00:00:00,"102,59"
Pagto conta telefone,"",2022-01-07 00:00:00,"102,90"
Pagamento conta luz,"",2022-01-07 00:00:00,"103,56"
Pagamento conta luz,"",2022-01-07 00:00:00,"104,62"
Pagamento de Boleto,"",2022-01-07 00:00:00,"104,87"
Pagamento de Boleto,"",2022-01-07 00:00:00,"105,30"
Pgto conta água,"",2022-01-07 00:00:00,"106,43"
Pagamento de Boleto,"",2022-01-07 00:00:00,"107,49"
Pagamento conta luz,"",2022-01-07 00:00:00,"108,35"
Pgto conta água,"",2022-01-07 00:00:00,"108,91"
Pagamento conta luz,"",2022-01-07 00:00:00,"108,97"
Pagamento conta luz,"",2022-01-07 00:00:00,"109,16"
Pagamento de Boleto,"",2022-01-07 00:00:00,"110,00"
Pgto conta água,"",2022-01-07 00:00:00,"111,44"
Pagamento conta luz,"",2022-01-07 00:00:00,"113,91"
Pagamento de Boleto,"",2022-01-07 00:00:00,"115,00"
Pagamento conta luz,"",2022-01-07 00:00:00,"115,27"
Pagamento de Boleto,"",2022-01-07 00:00:00,"115,92"
Pgto conta água,"",2022-01-07 00:00:00,"117,63"
Pagamento de Boleto,"",2022-01-07 00:00:00,"118,07"
Pagamento de Boleto,"",2022-01-07 00:00:00,"119,90"
Pagto conta telefone,"",2022-01-07 00:00:00,"119,90"
INSS Arrecadação,"",2022-01-07 00:00:00,"121,00"
Pagamento conta luz,"",2022-01-07 00:00:00,"122,09"
Pagamento conta luz,"",2022-01-07 00:00:00,"123,24"
Pagamento conta luz,"",2022-01-07 00:00:00,"124,58"
Pagamento conta luz,"",2022-01-07 00:00:00,"127,46"
Pgto conta água,"",2022-01-07 00:00:00,"127,72"
Pagamento de Boleto,"",2022-01-07 00:00:00,"130,00"
Pgto conta água,"",2022-01-07 00:00:00,"130,31"
Pagamento conta luz,"",2022-01-07 00:00:00,"131,07"
Pagamento de Boleto,"",2022-01-07 00:00:00,"131,25"
Pagamento conta luz,"",2022-01-07 00:00:00,"131,42"
Pagamento conta luz,"",2022-01-07 00:00:00,"132,62"
Pagamento de Boleto,"",2022-01-07 00:00:00,"133,06"
Pagamento de Boleto,"",2022-01-07 00:00:00,"134,25"
Pgto conta água,"",2022-01-07 00:00:00,"137,57"
Pagamento de Boleto,"",2022-01-07 00:00:00,"142,00"
Impostos,"",2022-01-07 00:00:00,"142,69"
Pagamento conta luz,"",2022-01-07 00:00:00,"143,65"
Pagamento de Boleto,"",2022-01-07 00:00:00,"143,94"
Pagamento conta luz,"",2022-01-07 00:00:00,"146,73"
Pagamento conta luz,"",2022-01-07 00:00:00,"146,78"
Pagamento conta luz,"",2022-01-07 00:00:00,"147,24"
Pagamento conta luz,"",2022-01-07 00:00:00,"148,46"
Pagamento conta luz,"",2022-01-07 00:00:00,"150,21"
Pagamento conta luz,"",2022-01-07 00:00:00,"150,84"
Pagamento de Boleto,"",2022-01-07 00:00:00,"153,09"
Pagamento de Boleto,"",2022-01-07 00:00:00,"156,19"
Pagamento de Boleto,"",2022-01-07 00:00:00,"161,15"
Impostos,"",2022-01-07 00:00:00,"161,71"
Pagamento conta luz,"",2022-01-07 00:00:00,"163,02"
Pagamento conta luz,"",2022-01-07 00:00:00,"163,73"
Pagamento conta luz,"",2022-01-07 00:00:00,"165,51"
Impostos,"",2022-01-07 00:00:00,"165,74"
Pagamento conta luz,"",2022-01-07 00:00:00,"166,84"
Pagamento conta luz,"",2022-01-07 00:00:00,"170,36"
Pagto conta telefone,"",2022-01-07 00:00:00,"171,06"
Pgto conta água,"",2022-01-07 00:00:00,"172,60"
Pagamento de Boleto,"",2022-01-07 00:00:00,"175,17"
Pagamento conta luz,"",2022-01-07 00:00:00,"176,77"
Pagamento de Boleto,"",2022-01-07 00:00:00,"177,53"
Pagamento de Boleto,"",2022-01-07 00:00:00,"178,53"
Pagamento conta luz,"",2022-01-07 00:00:00,"180,11"
Pagamento conta luz,"",2022-01-07 00:00:00,"181,40"
Pgto conta água,"",2022-01-07 00:00:00,"181,47"
Impostos,"",2022-01-07 00:00:00,"181,48"
Pagamento conta luz,"",2022-01-07 00:00:00,"183,12"
Pagamento conta luz,"",2022-01-07 00:00:00,"184,60"
Pagamento de Boleto,"",2022-01-07 00:00:00,"184,68"
Pagamento conta luz,"",2022-01-07 00:00:00,"185,61"
Pagamento conta luz,"",2022-01-07 00:00:00,"185,87"
Pagamento de Boleto,"",2022-01-07 00:00:00,"191,78"
Pagamento conta luz,"",2022-01-07 00:00:00,"194,88"
Pagamento conta luz,"",2022-01-07 00:00:00,"200,88"
Pagamento conta luz,"",2022-01-07 00:00:00,"200,89"
Pagamento de Boleto,"",2022-01-07 00:00:00,"201,65"
Pagamento conta luz,"",2022-01-07 00:00:00,"204,55"
Pgto conta água,"",2022-01-07 00:00:00,"209,75"
Pgto conta água,"",2022-01-07 00:00:00,"212,86"
Pagamento conta luz,"",2022-01-07 00:00:00,"215,79"
Pagamento conta luz,"",2022-01-07 00:00:00,"220,32"
Pagamento conta luz,"",2022-01-07 00:00:00,"220,55"
Pagamento conta luz,"",2022-01-07 00:00:00,"225,65"
Pagamento conta luz,"",2022-01-07 00:00:00,"231,76"
Pagamento de Boleto,"",2022-01-07 00:00:00,"233,23"
Pagamento conta luz,"",2022-01-07 00:00:00,"237,98"
Pagamento de Boleto,"",2022-01-07 00:00:00,"240,57"
Pagamento conta luz,"",2022-01-07 00:00:00,"242,01"
Pagamento conta luz,"",2022-01-07 00:00:00,"247,14"
Pgto conta água,"",2022-01-07 00:00:00,"256,79"
Pagamento conta luz,"",2022-01-07 00:00:00,"259,79"
Pagamento de Boleto,"",2022-01-07 00:00:00,"261,93"
Pagamento de Boleto,"",2022-01-07 00:00:00,"265,00"
Pagamento conta luz,"",2022-01-07 00:00:00,"268,29"
Pagamento de Boleto,"",2022-01-07 00:00:00,"268,70"
Pagamento de Boleto,"",2022-01-07 00:00:00,"271,69"
Pagamento conta luz,"",2022-01-07 00:00:00,"271,99"
Pagamento de Boleto,"",2022-01-07 00:00:00,"280,60"
Pagamento de Boleto,"",2022-01-07 00:00:00,"297,44"
Pagamento conta luz,"",2022-01-07 00:00:00,"297,45"
Impostos,"",2022-01-07 00:00:00,"300,13"
Pagamento de Boleto,"",2022-01-07 00:00:00,"305,03"
Pagamento de Boleto,"",2022-01-07 00:00:00,"308,15"
Pagamento conta luz,"",2022-01-07 00:00:00,"312,77"
Pagamento conta luz,"",2022-01-07 00:00:00,"316,50"
Pagamento de Boleto,"",2022-01-07 00:00:00,"317,64"
Pagamento conta luz,"",2022-01-07 00:00:00,"318,56"
Pagamento conta luz,"",2022-01-07 00:00:00,"326,59"
Pagamento conta luz,"",2022-01-07 00:00:00,"330,08"
Pagto conta telefone,"",2022-01-07 00:00:00,"349,25"
Pagamento conta luz,"",2022-01-07 00:00:00,"349,89"
Pagamento de Boleto,"",2022-01-07 00:00:00,"353,19"
Pagamento de Boleto,"",2022-01-07 00:00:00,"362,90"
Pagamento de Boleto,"",2022-01-07 00:00:00,"380,00"
Impostos,"",2022-01-07 00:00:00,"387,18"
Pagamento de Boleto,"",2022-01-07 00:00:00,"388,89"
Pagamento de Boleto,"",2022-01-07 00:00:00,"390,43"
Pagamento de Boleto,"",2022-01-07 00:00:00,"402,87"
Impostos,"",2022-01-07 00:00:00,"406,61"
Pagamento de Boleto,"",2022-01-07 00:00:00,"431,30"
Pagamento conta luz,"",2022-01-07 00:00:00,"431,83"
Pagamento de Boleto,"",2022-01-07 00:00:00,"443,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"451,02"
Pagamento de Boleto,"",2022-01-07 00:00:00,"459,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"482,87"
Pagamento de Boleto,"",2022-01-07 00:00:00,"525,76"
Pagamento de Boleto,"",2022-01-07 00:00:00,"552,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"555,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"558,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"571,93"
Pagamento de Boleto,"",2022-01-07 00:00:00,"577,89"
Pagamento de Boleto,"",2022-01-07 00:00:00,"581,00"
Impostos,"",2022-01-07 00:00:00,"594,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"600,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"603,88"
Pagamento de Boleto,"",2022-01-07 00:00:00,"618,59"
Pagamento de Boleto,"",2022-01-07 00:00:00,"632,90"
Pagamento de Boleto,"",2022-01-07 00:00:00,"694,19"
Pagamento de Boleto,"",2022-01-07 00:00:00,"740,00"
Pagamento de Boleto,"",2022-01-07 00:00:00,"741,85"
Pagamento de Boleto,"",2022-01-07 00:00:00,"770,15"
Pagamento de Boleto,"",2022-01-07 00:00:00,"784,70"
Pagamento de Boleto,"",2022-01-07 00:00:00,"789,45"
Pagamento de Boleto,"",2022-01-07 00:00:00,"826,14"
Pagamento de Boleto,"",2022-01-07 00:00:00,"835,96"
Impostos,"",2022-01-07 00:00:00,"884,32"
Pagamento de Boleto,"",2022-01-07 00:00:00,"893,82"
Pagamento de Boleto,"",2022-01-07 00:00:00,"907,21"
Pagamento de Boleto,"",2022-01-07 00:00:00,"930,08"
Pagamento de Boleto,"",2022-01-07 00:00:00,"990,28"
Pagamento de Boleto,"",2022-01-07 00:00:00,"1000,00"
